Freq (Hz)	SE_unstirred(dB)	SE_stirred(dB)	SE_tot	<SE point (dB)>	Stdev(SE point (dB))
16350000000	8.315	12.021473	10.184	10.067	6.658
16400000000	10.290	10.489253	10.375	10.826	6.543
16450000000	4.560	9.819970	7.946	7.353	7.892
16500000000	9.166	5.198977	7.495	7.956	6.861
16550000000	3.169	3.293774	3.226	4.024	6.762
16600000000	8.977	5.089278	6.691	7.154	8.031
16650000000	1.890	5.396355	3.657	3.566	6.734
16700000000	-3.922	6.604359	0.660	-0.584	5.359
16750000000	-0.572	9.615079	3.518	2.043	5.791
16800000000	4.554	10.683809	7.310	5.808	7.055
16850000000	-5.350	11.088398	6.290	5.368	7.413
16900000000	-0.952	11.448244	5.834	4.361	6.515
16950000000	0.741	13.561548	7.179	5.936	5.280
17000000000	11.634	12.807548	12.059	12.288	6.797
17050000000	1.628	12.846798	7.984	7.131	7.886
17100000000	2.457	11.864639	7.317	6.240	6.338
17150000000	1.109	13.161651	7.150	5.889	6.074
17200000000	-3.362	13.069466	6.442	4.737	6.269
17250000000	5.574	13.464347	8.968	7.634	6.541
17300000000	-4.993	13.123209	6.548	5.368	5.387
17350000000	1.369	11.081469	5.333	4.324	6.777
17400000000	1.168	8.985203	3.705	2.175	6.095
17450000000	-0.435	7.617222	4.350	3.388	7.859
17500000000	-6.479	7.444990	3.998	4.089	6.498
17550000000	-2.940	5.583814	1.413	0.626	6.029
17600000000	0.549	6.870886	3.310	2.134	6.010
17650000000	-9.494	9.805962	5.541	4.091	7.336
17700000000	-3.219	8.606356	5.381	5.191	7.740
17750000000	2.381	8.129764	6.528	6.532	7.380
17800000000	6.866	5.812368	6.185	7.226	8.342
17850000000	4.564	4.723623	4.684	4.839	7.640
17900000000	-1.070	3.138237	2.019	1.667	7.358
17950000000	-9.227	4.017461	1.176	1.282	6.718
18000000000	4.990	3.803348	4.161	4.387	7.815
18050000000	7.273	4.848863	5.840	6.443	7.293
18100000000	-15.215	5.346242	1.205	0.721	7.372
18150000000	5.554	8.061819	6.372	6.064	7.073
18200000000	1.838	3.735212	2.961	2.934	7.000
18250000000	-0.813	5.316795	3.001	2.769	7.560
18300000000	-4.691	4.910125	1.559	0.770	6.627
18350000000	-1.949	6.309726	2.472	2.032	6.336
18400000000	5.797	4.804799	5.509	5.503	5.728
18450000000	13.295	6.657376	10.179	11.119	7.099
18500000000	15.440	11.121711	13.798	14.096	6.526
18550000000	12.865	12.098530	12.571	12.190	7.601
18600000000	16.669	10.016779	13.710	15.125	7.052
18650000000	28.935	7.226779	13.262	14.687	5.782
18700000000	17.578	10.255316	13.733	15.152	7.242
18750000000	27.989	8.660504	15.000	15.928	5.778
